Local time,Date,Open,High,Low,Close,Volume
24.06.2016 01:30:00.000 GMT+0430,24.06.2016,50.596,50.703,47.515,48.38,1.5676
25.06.2016 01:30:00.000 GMT+0430,25.06.2016,48.38,48.38,48.38,48.38,0
26.06.2016 01:30:00.000 GMT+0430,26.06.2016,48.38,48.38,48.38,48.38,0
27.06.2016 01:30:00.000 GMT+0430,27.06.2016,47.898,48.873,46.667,47.504,0.9583
28.06.2016 01:30:00.000 GMT+0430,28.06.2016,47.555,48.758,47.445,48.724,0.7185
29.06.2016 01:30:00.000 GMT+0430,29.06.2016,48.805,50.7,48.603,50.512,0.5226
30.06.2016 01:30:00.000 GMT+0430,30.06.2016,50.899,50.985,49.52,49.783,1.6067
01.07.2016 01:30:00.000 GMT+0430,01.07.2016,49.841,50.62,49.227,50.598,1.5418
02.07.2016 01:30:00.000 GMT+0430,02.07.2016,50.598,50.598,50.598,50.598,0
03.07.2016 01:30:00.000 GMT+0430,03.07.2016,50.598,50.598,50.598,50.598,0
04.07.2016 01:30:00.000 GMT+0430,04.07.2016,50.43,50.719,50.003,50.074,0.7796
05.07.2016 01:30:00.000 GMT+0430,05.07.2016,50.013,50.024,47.517,48.189,1.7357
06.07.2016 01:30:00.000 GMT+0430,06.07.2016,48.021,49.272,47.153,49.238,2.2274
07.07.2016 01:30:00.000 GMT+0430,07.07.2016,49.104,49.56,46.134,46.49,2.2143
08.07.2016 01:30:00.000 GMT+0430,08.07.2016,46.599,47.196,46.127,46.592,2.1272
09.07.2016 01:30:00.000 GMT+0430,09.07.2016,46.592,46.592,46.592,46.592,0
10.07.2016 01:30:00.000 GMT+0430,10.07.2016,46.592,46.592,46.592,46.592,0
11.07.2016 01:30:00.000 GMT+0430,11.07.2016,46.438,47.07,45.876,46.029,1.8477
12.07.2016 01:30:00.000 GMT+0430,12.07.2016,46.095,48.541,46.063,48.203,1.9898
13.07.2016 01:30:00.000 GMT+0430,13.07.2016,48.092,48.158,46.056,46.582,1.8038
14.07.2016 01:30:00.000 GMT+0430,14.07.2016,46.597,47.44,46.319,47.138,1.8777
15.07.2016 01:30:00.000 GMT+0430,15.07.2016,46.962,48.023,46.629,47.889,1.6766
16.07.2016 01:30:00.000 GMT+0430,16.07.2016,47.889,47.889,47.889,47.889,0
17.07.2016 01:30:00.000 GMT+0430,17.07.2016,47.889,47.889,47.889,47.889,0
18.07.2016 01:30:00.000 GMT+0430,18.07.2016,47.681,47.878,46.476,46.93,1.5775
19.07.2016 01:30:00.000 GMT+0430,19.07.2016,46.884,47.459,46.511,46.646,1.5136
20.07.2016 01:30:00.000 GMT+0430,20.07.2016,46.747,47.46,45.877,47.08,1.4112
21.07.2016 01:30:00.000 GMT+0430,21.07.2016,47.124,47.536,46.015,46.031,1.5852
22.07.2016 01:30:00.000 GMT+0430,22.07.2016,46.191,46.474,45.146,45.679,1.6191
23.07.2016 01:30:00.000 GMT+0430,23.07.2016,45.679,45.679,45.679,45.679,0
24.07.2016 01:30:00.000 GMT+0430,24.07.2016,45.679,45.679,45.679,45.679,0
25.07.2016 01:30:00.000 GMT+0430,25.07.2016,45.691,45.843,44.526,44.668,0.567
26.07.2016 01:30:00.000 GMT+0430,26.07.2016,44.762,44.929,44.106,44.538,0.7029
27.07.2016 01:30:00.000 GMT+0430,27.07.2016,44.552,44.88,43.291,43.384,0.6749
28.07.2016 01:30:00.000 GMT+0430,28.07.2016,43.498,43.676,42.539,42.651,0.5577
29.07.2016 01:30:00.000 GMT+0430,29.07.2016,43.107,43.574,42.496,43.349,1.1708
30.07.2016 01:30:00.000 GMT+0430,30.07.2016,43.349,43.349,43.349,43.349,0
31.07.2016 01:30:00.000 GMT+0430,31.07.2016,43.349,43.349,43.349,43.349,0
01.08.2016 01:30:00.000 GMT+0430,01.08.2016,43.234,43.825,41.843,42.202,1.1881
02.08.2016 01:30:00.000 GMT+0430,02.08.2016,42.259,43.142,41.485,41.906,1.4348
03.08.2016 01:30:00.000 GMT+0430,03.08.2016,41.892,43.414,41.545,43.402,2.0128
04.08.2016 01:30:00.000 GMT+0430,04.08.2016,43.375,44.3,42.485,44.158,1.9545
05.08.2016 01:30:00.000 GMT+0430,05.08.2016,44.147,44.459,43.485,44.37,1.8617
06.08.2016 01:30:00.000 GMT+0430,06.08.2016,44.37,44.37,44.37,44.37,0
07.08.2016 01:30:00.000 GMT+0430,07.08.2016,44.37,44.37,44.37,44.37,0
08.08.2016 01:30:00.000 GMT+0430,08.08.2016,44.329,45.679,44.226,45.16,1.5739
09.08.2016 01:30:00.000 GMT+0430,09.08.2016,45.185,45.73,44.725,44.972,1.6728
10.08.2016 01:30:00.000 GMT+0430,10.08.2016,44.914,45.634,43.79,43.806,1.8277
11.08.2016 01:30:00.000 GMT+0430,11.08.2016,43.767,46.27,43.437,45.938,2.0471
12.08.2016 01:30:00.000 GMT+0430,12.08.2016,46.163,47.217,45.726,47.159,1.751
13.08.2016 01:30:00.000 GMT+0430,13.08.2016,47.159,47.159,47.159,47.159,0
14.08.2016 01:30:00.000 GMT+0430,14.08.2016,47.159,47.159,47.159,47.159,0
15.08.2016 01:30:00.000 GMT+0430,15.08.2016,47.037,48.5,46.816,48.262,1.3693
16.08.2016 01:30:00.000 GMT+0430,16.08.2016,48.17,49.329,47.866,49.007,1.7212
17.08.2016 01:30:00.000 GMT+0430,17.08.2016,48.88,49.9,48.529,49.803,1.7659
18.08.2016 01:30:00.000 GMT+0430,18.08.2016,49.72,51.02,49.488,50.88,1.5514
19.08.2016 01:30:00.000 GMT+0430,19.08.2016,50.896,51.19,50.305,50.82,1.5932
20.08.2016 01:30:00.000 GMT+0430,20.08.2016,50.82,50.82,50.82,50.82,0
21.08.2016 01:30:00.000 GMT+0430,21.08.2016,50.82,50.82,50.82,50.82,0
22.08.2016 01:30:00.000 GMT+0430,22.08.2016,50.411,50.458,49.078,49.15,1.5552
23.08.2016 01:30:00.000 GMT+0430,23.08.2016,48.996,50.178,48.47,49.465,1.6431
24.08.2016 01:30:00.000 GMT+0430,24.08.2016,49.495,49.839,48.661,49.026,1.6977
25.08.2016 01:30:00.000 GMT+0430,25.08.2016,49,49.75,48.678,49.654,0.6242
26.08.2016 01:30:00.000 GMT+0430,26.08.2016,49.621,50.719,49.09,49.705,0.7085
27.08.2016 01:30:00.000 GMT+0430,27.08.2016,49.705,49.705,49.705,49.705,0
28.08.2016 01:30:00.000 GMT+0430,28.08.2016,49.705,49.705,49.705,49.705,0
29.08.2016 01:30:00.000 GMT+0430,29.08.2016,49.44,49.564,48.942,49.205,0.4872
30.08.2016 01:30:00.000 GMT+0430,30.08.2016,49.21,49.735,48.205,48.316,0.5479
31.08.2016 01:30:00.000 GMT+0430,31.08.2016,48.585,48.744,46.752,46.979,1.136
01.09.2016 01:30:00.000 GMT+0430,01.09.2016,46.985,47.21,45.295,45.735,1.3506
02.09.2016 01:30:00.000 GMT+0430,02.09.2016,45.765,46.985,45.38,46.72,1.5084
03.09.2016 01:30:00.000 GMT+0430,03.09.2016,46.72,46.72,46.72,46.72,0
04.09.2016 01:30:00.000 GMT+0430,04.09.2016,46.72,46.72,46.72,46.72,0
05.09.2016 01:30:00.000 GMT+0430,05.09.2016,46.505,49.345,46.375,47.385,1.5948
06.09.2016 01:30:00.000 GMT+0430,06.09.2016,47.425,47.965,46.265,47.325,1.5136
07.09.2016 01:30:00.000 GMT+0430,07.09.2016,47.19,48.52,46.945,48.475,1.4523
08.09.2016 01:30:00.000 GMT+0430,08.09.2016,48.525,50.095,48.18,49.675,1.5518
09.09.2016 01:30:00.000 GMT+0430,09.09.2016,49.655,49.655,47.73,47.795,1.5268
10.09.2016 01:30:00.000 GMT+0430,10.09.2016,47.795,47.795,47.795,47.795,0
11.09.2016 01:30:00.000 GMT+0430,11.09.2016,47.795,47.795,47.795,47.795,0
12.09.2016 01:30:00.000 GMT+0430,12.09.2016,47.6,48.59,46.875,48.135,1.8793
13.09.2016 01:30:00.000 GMT+0430,13.09.2016,48.145,48.19,46.94,47.115,1.7849
14.09.2016 01:30:00.000 GMT+0430,14.09.2016,47.245,47.455,45.685,45.95,1.7491
15.09.2016 01:30:00.000 GMT+0430,15.09.2016,46.045,46.97,45.655,46.305,1.7644
16.09.2016 01:30:00.000 GMT+0430,16.09.2016,46.225,46.375,45.465,45.975,1.5611
17.09.2016 01:30:00.000 GMT+0430,17.09.2016,45.975,45.975,45.975,45.975,0
18.09.2016 01:30:00.000 GMT+0430,18.09.2016,45.975,45.975,45.975,45.975,0
19.09.2016 01:30:00.000 GMT+0430,19.09.2016,46.395,46.885,45.825,45.865,1.2401
20.09.2016 01:30:00.000 GMT+0430,20.09.2016,45.88,46.265,45.065,46.1,1.5462
21.09.2016 00:30:00.000 GMT+0330,21.09.2016,46.435,47.1,46.355,47.085,2.0632
22.09.2016 00:30:00.000 GMT+0330,22.09.2016,47.01,47.8,47.01,47.49,1.3177
23.09.2016 00:30:00.000 GMT+0330,23.09.2016,47.35,48.225,45.63,46.05,1.9267
24.09.2016 00:30:00.000 GMT+0330,24.09.2016,46.05,46.05,46.05,46.05,0
25.09.2016 00:30:00.000 GMT+0330,25.09.2016,46.05,46.05,46.05,46.05,0
26.09.2016 00:30:00.000 GMT+0330,26.09.2016,46.265,47.625,45.715,46.935,0.9348
27.09.2016 00:30:00.000 GMT+0330,27.09.2016,47.04,47.25,45.605,46.26,0.8529
28.09.2016 00:30:00.000 GMT+0330,28.09.2016,46.205,48.925,45.7,48.75,1.1211
29.09.2016 00:30:00.000 GMT+0330,29.09.2016,48.785,49.775,47.96,49.1,0.8711
30.09.2016 00:30:00.000 GMT+0330,30.09.2016,49.745,50.235,48.885,50.005,1.3428
01.10.2016 00:30:00.000 GMT+0330,01.10.2016,50.005,50.005,50.005,50.005,0
02.10.2016 00:30:00.000 GMT+0330,02.10.2016,50.005,50.005,50.005,50.005,0
03.10.2016 00:30:00.000 GMT+0330,03.10.2016,49.78,51.105,49.735,50.785,1.202
04.10.2016 00:30:00.000 GMT+0330,04.10.2016,50.815,51.305,50.305,51.235,1.5422
05.10.2016 00:30:00.000 GMT+0330,05.10.2016,51.225,52.065,51.21,51.67,1.2725
06.10.2016 00:30:00.000 GMT+0330,06.10.2016,51.7,52.69,51.3,52.615,1.18
07.10.2016 00:30:00.000 GMT+0330,07.10.2016,52.625,52.81,51.305,51.665,1.4509
08.10.2016 00:30:00.000 GMT+0330,08.10.2016,51.665,51.665,51.665,51.665,0
09.10.2016 00:30:00.000 GMT+0330,09.10.2016,51.665,51.665,51.665,51.665,0
10.10.2016 00:30:00.000 GMT+0330,10.10.2016,51.335,53.705,51.29,52.875,1.3916
11.10.2016 00:30:00.000 GMT+0330,11.10.2016,53.02,53.255,52.09,52.525,1.5261
12.10.2016 00:30:00.000 GMT+0330,12.10.2016,52.45,52.835,51.595,51.695,1.2866
13.10.2016 00:30:00.000 GMT+0330,13.10.2016,51.565,52.115,50.895,51.94,1.4063
14.10.2016 00:30:00.000 GMT+0330,14.10.2016,51.98,52.52,51.475,51.965,1.3586
15.10.2016 00:30:00.000 GMT+0330,15.10.2016,51.965,51.965,51.965,51.965,0
16.10.2016 00:30:00.000 GMT+0330,16.10.2016,51.965,51.965,51.965,51.965,0
17.10.2016 00:30:00.000 GMT+0330,17.10.2016,51.765,52.26,51.135,51.61,1.1856
18.10.2016 00:30:00.000 GMT+0330,18.10.2016,51.7,52.095,51.235,52.075,0.9495
19.10.2016 00:30:00.000 GMT+0330,19.10.2016,52.09,53.1,52.065,52.535,0.9747
20.10.2016 00:30:00.000 GMT+0330,20.10.2016,52.595,52.69,51.145,51.365,1.0834
21.10.2016 00:30:00.000 GMT+0330,21.10.2016,51.355,51.855,51.1,51.845,1.1706
22.10.2016 00:30:00.000 GMT+0330,22.10.2016,51.845,51.845,51.845,51.845,0
23.10.2016 00:30:00.000 GMT+0330,23.10.2016,51.845,51.845,51.845,51.845,0
24.10.2016 00:30:00.000 GMT+0330,24.10.2016,51.495,51.97,50.475,51.4,1.2406
25.10.2016 00:30:00.000 GMT+0330,25.10.2016,51.405,51.795,50.195,50.22,0.7109
26.10.2016 00:30:00.000 GMT+0330,26.10.2016,50.195,50.65,49.62,49.925,0.6648
27.10.2016 00:30:00.000 GMT+0330,27.10.2016,49.995,50.86,49.805,50.305,0.518
28.10.2016 00:30:00.000 GMT+0330,28.10.2016,50.365,50.545,49.285,49.73,0.2814
29.10.2016 00:30:00.000 GMT+0330,29.10.2016,49.73,49.73,49.73,49.73,0
30.10.2016 00:30:00.000 GMT+0330,30.10.2016,49.73,49.73,49.73,49.73,0
31.10.2016 00:30:00.000 GMT+0330,31.10.2016,50.31,50.735,48.435,48.53,0.3535
01.11.2016 00:30:00.000 GMT+0330,01.11.2016,48.765,49.235,47.71,47.91,0.5241
02.11.2016 00:30:00.000 GMT+0330,02.11.2016,47.845,47.995,46.465,47.065,0.4287
03.11.2016 00:30:00.000 GMT+0330,03.11.2016,47.125,47.485,45.975,46.335,0.3713
04.11.2016 00:30:00.000 GMT+0330,04.11.2016,46.385,46.53,45.065,45.555,0.5415
05.11.2016 00:30:00.000 GMT+0330,05.11.2016,45.555,45.555,45.555,45.555,0
06.11.2016 00:30:00.000 GMT+0330,06.11.2016,45.555,45.555,45.555,45.555,0
07.11.2016 01:30:00.000 GMT+0330,07.11.2016,45.875,46.36,45.365,46.275,0.0936
08.11.2016 01:30:00.000 GMT+0330,08.11.2016,46.245,46.655,45.585,45.87,0.4217
09.11.2016 01:30:00.000 GMT+0330,09.11.2016,46.045,46.925,44.37,46.505,1.0232
10.11.2016 01:30:00.000 GMT+0330,10.11.2016,46.29,46.895,45.535,45.57,0.6372
11.11.2016 01:30:00.000 GMT+0330,11.11.2016,45.715,45.87,44.17,44.59,0.4834
12.11.2016 01:30:00.000 GMT+0330,12.11.2016,44.59,44.59,44.59,44.59,0
13.11.2016 01:30:00.000 GMT+0330,13.11.2016,44.59,44.59,44.59,44.59,0
14.11.2016 01:30:00.000 GMT+0330,14.11.2016,44.925,44.965,43.555,44.7,0.5637
15.11.2016 01:30:00.000 GMT+0330,15.11.2016,44.695,47.205,44.64,46.925,0.6218
16.11.2016 01:30:00.000 GMT+0330,16.11.2016,46.885,47.515,46.225,46.335,0.6832
17.11.2016 01:30:00.000 GMT+0330,17.11.2016,46.405,47.585,45.985,46.02,0.6
18.11.2016 01:30:00.000 GMT+0330,18.11.2016,46.04,46.955,45.735,46.795,0.6103
19.11.2016 01:30:00.000 GMT+0330,19.11.2016,46.795,46.795,46.795,46.795,0
20.11.2016 01:30:00.000 GMT+0330,20.11.2016,46.795,46.795,46.795,46.795,0
21.11.2016 01:30:00.000 GMT+0330,21.11.2016,47.335,49.135,47.14,48.99,0.5007
22.11.2016 01:30:00.000 GMT+0330,22.11.2016,49.27,49.935,48.125,48.995,0.6868
23.11.2016 01:30:00.000 GMT+0330,23.11.2016,49.205,49.47,48.54,48.895,0.6502
24.11.2016 01:30:00.000 GMT+0330,24.11.2016,49.055,49.185,48.745,48.92,0.1762
25.11.2016 01:30:00.000 GMT+0330,25.11.2016,48.94,48.995,46.97,47.07,0.0927
26.11.2016 01:30:00.000 GMT+0330,26.11.2016,47.07,47.07,47.07,47.07,0
27.11.2016 01:30:00.000 GMT+0330,27.11.2016,47.07,47.07,47.07,47.07,0
28.11.2016 01:30:00.000 GMT+0330,28.11.2016,46.455,48.775,46.445,47.995,0.1417
29.11.2016 01:30:00.000 GMT+0330,29.11.2016,48.05,48.075,45.905,46.375,0.1338
30.11.2016 01:30:00.000 GMT+0330,30.11.2016,47.385,52.335,47.385,51.385,1.2909
01.12.2016 01:30:00.000 GMT+0330,01.12.2016,51.64,54.5,51.505,53.655,0.8722
02.12.2016 01:30:00.000 GMT+0330,02.12.2016,53.855,54.475,52.825,54.395,0.6848
03.12.2016 01:30:00.000 GMT+0330,03.12.2016,54.395,54.395,54.395,54.395,0
04.12.2016 01:30:00.000 GMT+0330,04.12.2016,54.395,54.395,54.395,54.395,0
05.12.2016 01:30:00.000 GMT+0330,05.12.2016,53.925,55.295,53.745,54.175,0.5827
06.12.2016 01:30:00.000 GMT+0330,06.12.2016,54.45,54.915,53.505,53.915,0.5158
07.12.2016 01:30:00.000 GMT+0330,07.12.2016,53.905,54.205,52.905,52.985,0.5943
08.12.2016 01:30:00.000 GMT+0330,08.12.2016,53.135,54.005,52.785,53.915,0.633
09.12.2016 01:30:00.000 GMT+0330,09.12.2016,53.96,54.435,53.74,54.25,0.4942
10.12.2016 01:30:00.000 GMT+0330,10.12.2016,54.25,54.25,54.25,54.25,0
11.12.2016 01:30:00.000 GMT+0330,11.12.2016,54.25,54.25,54.25,54.25,0
12.12.2016 01:30:00.000 GMT+0330,12.12.2016,56.54,57.225,55.105,55.385,0.7064
13.12.2016 01:30:00.000 GMT+0330,13.12.2016,55.65,56.415,55.13,55.275,0.5753
14.12.2016 01:30:00.000 GMT+0330,14.12.2016,55.13,55.77,53.55,53.685,0.6574
15.12.2016 01:30:00.000 GMT+0330,15.12.2016,53.76,54.465,53.13,54.145,0.5928
16.12.2016 01:30:00.000 GMT+0330,16.12.2016,54.13,55.355,53.695,55.32,0.5172
17.12.2016 01:30:00.000 GMT+0330,17.12.2016,55.32,55.32,55.32,55.32,0
18.12.2016 01:30:00.000 GMT+0330,18.12.2016,55.32,55.32,55.32,55.32,0
19.12.2016 01:30:00.000 GMT+0330,19.12.2016,55.4,55.77,54.665,54.99,0.4346
20.12.2016 01:30:00.000 GMT+0330,20.12.2016,54.985,55.895,54.715,55.465,0.4031
21.12.2016 01:30:00.000 GMT+0330,21.12.2016,55.535,55.845,54.295,54.505,0.4255
22.12.2016 01:30:00.000 GMT+0330,22.12.2016,54.525,55.21,54.035,54.81,0.4082
23.12.2016 01:30:00.000 GMT+0330,23.12.2016,54.785,55.22,54.235,55.015,0.3897
24.12.2016 01:30:00.000 GMT+0330,24.12.2016,55.015,55.015,55.015,55.015,0
25.12.2016 01:30:00.000 GMT+0330,25.12.2016,55.015,55.015,55.015,55.015,0
26.12.2016 01:30:00.000 GMT+0330,26.12.2016,55.015,55.015,55.015,55.015,0
27.12.2016 01:30:00.000 GMT+0330,27.12.2016,55.155,56.235,55.015,56.035,0.3555
28.12.2016 01:30:00.000 GMT+0330,28.12.2016,55.955,56.525,55.86,56.16,0.3497
29.12.2016 01:30:00.000 GMT+0330,29.12.2016,56.69,57.285,56.65,56.815,0.3965
30.12.2016 01:30:00.000 GMT+0330,30.12.2016,56.965,57.175,56.445,56.735,0.3295
31.12.2016 01:30:00.000 GMT+0330,31.12.2016,56.735,56.735,56.735,56.735,0
01.01.2017 01:30:00.000 GMT+0330,01.01.2017,56.735,56.735,56.735,56.735,0
02.01.2017 01:30:00.000 GMT+0330,02.01.2017,56.735,56.735,56.735,56.735,0
03.01.2017 01:30:00.000 GMT+0330,03.01.2017,57.025,58.355,55.27,55.595,0.6813
04.01.2017 01:30:00.000 GMT+0330,04.01.2017,55.735,56.51,55.315,56.445,0.5772
05.01.2017 01:30:00.000 GMT+0330,05.01.2017,56.315,57.325,56.005,56.875,0.5344
06.01.2017 01:30:00.000 GMT+0330,06.01.2017,56.815,57.44,56.275,56.795,0.4945
07.01.2017 01:30:00.000 GMT+0330,07.01.2017,56.795,56.795,56.795,56.795,0
08.01.2017 01:30:00.000 GMT+0330,08.01.2017,56.795,56.795,56.795,56.795,0
09.01.2017 01:30:00.000 GMT+0330,09.01.2017,56.955,56.975,54.715,54.725,0.2011
10.01.2017 01:30:00.000 GMT+0330,10.01.2017,54.925,55.33,53.555,53.6,0.1528
11.01.2017 01:30:00.000 GMT+0330,11.01.2017,53.76,55.645,53.655,55.225,0.6492
12.01.2017 01:30:00.000 GMT+0330,12.01.2017,55.135,56.405,54.99,56.025,0.5701
13.01.2017 01:30:00.000 GMT+0330,13.01.2017,55.965,56.175,55.265,55.565,0.575
14.01.2017 01:30:00.000 GMT+0330,14.01.2017,55.565,55.565,55.565,55.565,0
15.01.2017 01:30:00.000 GMT+0330,15.01.2017,55.565,55.565,55.565,55.565,0
16.01.2017 01:30:00.000 GMT+0330,16.01.2017,55.525,55.895,55.18,55.665,0.2862
17.01.2017 01:30:00.000 GMT+0330,17.01.2017,55.755,56.915,55.395,55.465,0.53
18.01.2017 01:30:00.000 GMT+0330,18.01.2017,55.445,55.865,53.755,54.25,0.5629
19.01.2017 01:30:00.000 GMT+0330,19.01.2017,54.245,54.74,53.89,54.125,0.5808
20.01.2017 01:30:00.000 GMT+0330,20.01.2017,54.29,55.776,54.16,55.445,0.4932
21.01.2017 01:30:00.000 GMT+0330,21.01.2017,55.445,55.445,55.445,55.445,0
22.01.2017 01:30:00.000 GMT+0330,22.01.2017,55.445,55.445,55.445,55.445,0
23.01.2017 01:30:00.000 GMT+0330,23.01.2017,55.525,55.595,54.635,55.31,0.4829
24.01.2017 01:30:00.000 GMT+0330,24.01.2017,55.365,55.825,55.055,55.175,0.4779
25.01.2017 01:30:00.000 GMT+0330,25.01.2017,55.205,55.625,54.745,55.275,0.6207
26.01.2017 01:30:00.000 GMT+0330,26.01.2017,55.365,56.525,55.185,56.065,0.8555
27.01.2017 01:30:00.000 GMT+0330,27.01.2017,56.055,56.455,54.825,55.395,0.7124
28.01.2017 01:30:00.000 GMT+0330,28.01.2017,55.395,55.395,55.395,55.395,0
29.01.2017 01:30:00.000 GMT+0330,29.01.2017,55.395,55.395,55.395,55.395,0
30.01.2017 01:30:00.000 GMT+0330,30.01.2017,55.265,55.665,54.935,55.19,0.6219
31.01.2017 01:30:00.000 GMT+0330,31.01.2017,55.35,56.415,54.965,55.595,0.449
01.02.2017 01:30:00.000 GMT+0330,01.02.2017,55.53,56.795,55.335,56.51,0.5352
02.02.2017 01:30:00.000 GMT+0330,02.02.2017,56.46,57.405,56.315,56.665,0.4899
03.02.2017 01:30:00.000 GMT+0330,03.02.2017,56.895,57.265,56.37,56.79,0.5297
04.02.2017 01:30:00.000 GMT+0330,04.02.2017,56.79,56.79,56.79,56.79,0
05.02.2017 01:30:00.000 GMT+0330,05.02.2017,56.79,56.79,56.79,56.79,0
06.02.2017 01:30:00.000 GMT+0330,06.02.2017,56.865,57.105,55.635,55.83,0.4187
07.02.2017 01:30:00.000 GMT+0330,07.02.2017,55.88,55.946,54.585,54.605,0.522
08.02.2017 01:30:00.000 GMT+0330,08.02.2017,54.424,55.655,54.414,55.135,1.0309
09.02.2017 01:30:00.000 GMT+0330,09.02.2017,55.255,55.895,55.21,55.69,0.4672
10.02.2017 01:30:00.000 GMT+0330,10.02.2017,55.635,56.85,55.575,56.595,0.4254
11.02.2017 01:30:00.000 GMT+0330,11.02.2017,56.595,56.595,56.595,56.595,0
12.02.2017 01:30:00.000 GMT+0330,12.02.2017,56.595,56.595,56.595,56.595,0
13.02.2017 01:30:00.000 GMT+0330,13.02.2017,56.465,56.765,55.405,55.53,0.4079
14.02.2017 01:30:00.000 GMT+0330,14.02.2017,55.675,56.425,55.52,55.77,0.4424
15.02.2017 01:30:00.000 GMT+0330,15.02.2017,55.775,56.225,55.545,55.635,0.4556
16.02.2017 01:30:00.000 GMT+0330,16.02.2017,55.685,56.215,55.115,55.75,0.4367
17.02.2017 01:30:00.000 GMT+0330,17.02.2017,55.695,55.85,55.085,55.705,0.3467
18.02.2017 01:30:00.000 GMT+0330,18.02.2017,55.705,55.705,55.705,55.705,0
19.02.2017 01:30:00.000 GMT+0330,19.02.2017,55.705,55.705,55.705,55.705,0
20.02.2017 01:30:00.000 GMT+0330,20.02.2017,55.795,56.395,55.67,56.11,0.2121
21.02.2017 01:30:00.000 GMT+0330,21.02.2017,56.095,57.275,56.075,56.58,0.4053
22.02.2017 01:30:00.000 GMT+0330,22.02.2017,56.71,56.975,55.615,56.085,0.5328
23.02.2017 01:30:00.000 GMT+0330,23.02.2017,56.165,57.225,56.15,56.44,0.861
24.02.2017 01:30:00.000 GMT+0330,24.02.2017,56.385,56.64,55.715,56.025,0.5515
25.02.2017 01:30:00.000 GMT+0330,25.02.2017,56.025,56.025,56.025,56.025,0
26.02.2017 01:30:00.000 GMT+0330,26.02.2017,56.025,56.025,56.025,56.025,0
27.02.2017 01:30:00.000 GMT+0330,27.02.2017,55.995,56.715,55.88,55.895,0.5057
28.02.2017 01:30:00.000 GMT+0330,28.02.2017,56.48,56.61,55.595,56.49,0.3437
01.03.2017 01:30:00.000 GMT+0330,01.03.2017,56.425,57.025,56.215,56.245,0.3752
02.03.2017 01:30:00.000 GMT+0330,02.03.2017,56.295,56.415,55.005,55.01,0.3861
03.03.2017 01:30:00.000 GMT+0330,03.03.2017,55.16,55.925,55.06,55.775,0.2834
04.03.2017 01:30:00.000 GMT+0330,04.03.2017,55.775,55.775,55.775,55.775,0
05.03.2017 01:30:00.000 GMT+0330,05.03.2017,55.775,55.775,55.775,55.775,0
06.03.2017 01:30:00.000 GMT+0330,06.03.2017,55.755,56.225,55.305,55.95,0.3563
07.03.2017 01:30:00.000 GMT+0330,07.03.2017,55.895,56.615,55.535,55.555,0.3735
08.03.2017 01:30:00.000 GMT+0330,08.03.2017,55.595,55.745,52.92,53.1,0.4977
09.03.2017 01:30:00.000 GMT+0330,09.03.2017,53.385,53.82,51.505,52.435,0.9694
10.03.2017 01:30:00.000 GMT+0330,10.03.2017,52.34,52.985,51.145,51.23,0.6847
11.03.2017 01:30:00.000 GMT+0330,11.03.2017,51.23,51.23,51.23,51.23,0
12.03.2017 01:30:00.000 GMT+0330,12.03.2017,51.23,51.23,51.23,51.23,0
13.03.2017 00:30:00.000 GMT+0330,13.03.2017,50.995,51.665,50.895,51.395,0.5514
14.03.2017 00:30:00.000 GMT+0330,14.03.2017,51.385,51.825,50.235,51.605,0.6759
15.03.2017 00:30:00.000 GMT+0330,15.03.2017,51.585,52.035,51.345,51.91,0.6017
16.03.2017 00:30:00.000 GMT+0330,16.03.2017,51.895,52.625,51.485,51.665,0.5034
17.03.2017 00:30:00.000 GMT+0330,17.03.2017,51.67,52.145,51.515,51.725,0.2988
18.03.2017 00:30:00.000 GMT+0330,18.03.2017,51.725,51.725,51.725,51.725,0
19.03.2017 00:30:00.000 GMT+0330,19.03.2017,51.725,51.725,51.725,51.725,0
20.03.2017 00:30:00.000 GMT+0330,20.03.2017,51.35,51.915,50.995,51.625,0.4037
21.03.2017 00:30:00.000 GMT+0330,21.03.2017,51.615,52.19,50.725,50.835,0.317
22.03.2017 01:30:00.000 GMT+0430,22.03.2017,50.825,50.95,49.7,50.725,0.5457
23.03.2017 01:30:00.000 GMT+0430,23.03.2017,50.705,51.065,50.235,50.485,0.3543
24.03.2017 01:30:00.000 GMT+0430,24.03.2017,50.475,51.025,50.385,50.985,0.3485
25.03.2017 01:30:00.000 GMT+0430,25.03.2017,50.985,50.985,50.985,50.985,0
26.03.2017 01:30:00.000 GMT+0430,26.03.2017,50.985,50.985,50.985,50.985,0
27.03.2017 01:30:00.000 GMT+0430,27.03.2017,51,51,50.005,50.8,1.0944
28.03.2017 01:30:00.000 GMT+0430,28.03.2017,50.795,51.845,50.755,51.325,2.7074
29.03.2017 01:30:00.000 GMT+0430,29.03.2017,51.39,52.435,51.315,52.425,2.9421
30.03.2017 01:30:00.000 GMT+0430,30.03.2017,52.345,53.065,52.01,52.865,1.4331
31.03.2017 01:30:00.000 GMT+0430,31.03.2017,52.975,53.735,52.575,53.63,1.8074
01.04.2017 01:30:00.000 GMT+0430,01.04.2017,53.63,53.63,53.63,53.63,0
02.04.2017 01:30:00.000 GMT+0430,02.04.2017,53.63,53.63,53.63,53.63,0
03.04.2017 01:30:00.000 GMT+0430,03.04.2017,53.425,53.69,53.02,53.06,1.7115
04.04.2017 01:30:00.000 GMT+0430,04.04.2017,53.16,54.335,52.705,54.16,1.5918
